MolecularWeight,XLogP,ExactMass,MonoisotopicMass,TPSA,Complexity,Charge,HBondDonorCount,HBondAcceptorCount,RotatableBondCount,HeavyAtomCount,IsotopeAtomCount,AtomStereoCount,DefinedAtomStereoCount,UndefinedAtomStereoCount,BondStereoCount,DefinedBondStereoCount,UndefinedBondStereoCount,CovalentUnitCount,Volume3D,XStericQuadrupole3D,YStericQuadrupole3D,ZStericQuadrupole3D,FeatureCount3D,FeatureAcceptorCount3D,FeatureDonorCount3D,FeatureAnionCount3D,FeatureCationCount3D,FeatureRingCount3D,FeatureHydrophobeCount3D,ConformerModelRMSD3D,EffectiveRotorCount3D,ConformerCount3D
340.4,2.6,340.18992602,340.18992602,118.0,376.0,0.0,4.0,4.0,10.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,274.9,36.57,2.11,1.16,10.0,2.0,4.0,0.0,2.0,2.0,0.0,1.0,10.0,10.0
406.9,7.5,405.846945,403.849896,40.5,328.0,0.0,2.0,2.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,253.5,7.95,2.94,1.7,4.0,0.0,2.0,0.0,0.0,2.0,0.0,0.6,2.0,8.0
199.16,-1.2,199.04807239,199.04807239,87.1,324.0,0.0,2.0,5.0,2.0,14.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,141.9,4.09,2.55,1.14,8.0,5.0,1.0,1.0,0.0,1.0,0.0,0.6,2.6,4.0
232.23,1.4,232.08479225,232.08479225,70.5,378.0,0.0,1.0,5.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,176.7,6.15,3.02,0.69,8.0,4.0,0.0,1.0,1.0,2.0,0.0,0.6,2.0,2.0
361.4,4.6,359.83725,359.83725,9.2,247.0,0.0,0.0,1.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,190.2,11.25,2.13,0.73,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.6,2.0,10.0
398.4,-0.7,398.06849073,398.06849073,150.0,657.0,0.0,3.0,9.0,6.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,291.7,17.95,3.28,1.5,11.0,5.0,2.0,1.0,0.0,3.0,0.0,0.8,6.0,10.0
244.2,-1.8,244.0807695,244.0807695,144.0,304.0,0.0,4.0,7.0,3.0,17.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,169.5,7.02,2.49,0.85,13.0,5.0,4.0,0.0,2.0,2.0,0.0,0.6,4.0,10.0
294.3,0.6,294.10044231,294.10044231,70.5,482.0,0.0,1.0,5.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,227.0,11.6,2.71,0.7,9.0,4.0,0.0,1.0,1.0,3.0,0.0,0.6,3.0,4.0
262.22,2.1,262.05897142,262.05897142,88.4,449.0,0.0,1.0,7.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,187.5,7.26,2.93,0.76,10.0,6.0,0.0,1.0,0.0,3.0,0.0,0.6,2.6,2.0
138.06,-1.4,138.0081957,138.0081957,70.1,138.0,0.0,2.0,4.0,1.0,8.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,93.1,2.61,1.3,1.01,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.4,1.6,1.0
367.8,-1.8,367.0393548,367.0393548,138.0,606.0,0.0,3.0,6.0,4.0,24.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,261.9,11.22,3.22,1.28,11.0,4.0,2.0,1.0,1.0,3.0,0.0,0.8,5.6,10.0
473.4,7.1,472.1221521,472.1221521,40.0,829.0,0.0,1.0,4.0,4.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,359.9,16.16,6.13,1.1,11.0,2.0,1.0,0.0,2.0,5.0,1.0,0.8,4.0,6.0
204.29,1.8,204.07211956,204.07211956,40.9,246.0,0.0,0.0,2.0,1.0,14.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,161.8,7.86,1.39,0.98,4.0,0.0,0.0,0.0,1.0,3.0,0.0,0.6,2.0,2.0
291.4,5.6,291.198699802,291.198699802,3.2,428.0,0.0,0.0,1.0,5.0,22.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,253.5,13.9,3.8,1.19,4.0,0.0,0.0,0.0,1.0,2.0,1.0,0.6,4.0,10.0
505.4,0.1,504.2031964,504.2031964,178.0,649.0,0.0,6.0,2.0,13.0,34.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,378.2,30.18,9.08,1.98,13.0,0.0,6.0,0.0,4.0,2.0,1.0,1.2,13.0,10.0
247.25,-0.6,247.04269053,247.04269053,113.0,374.0,0.0,2.0,5.0,2.0,16.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,170.5,7.04,2.15,0.86,8.0,3.0,3.0,0.0,0.0,2.0,0.0,0.6,3.0,10.0
249.29,0.0,249.05719778,249.05719778,93.5,331.0,0.0,2.0,5.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,184.6,5.35,2.98,1.28,8.0,3.0,2.0,0.0,1.0,2.0,0.0,0.6,3.0,10.0
46.07,-0.1,46.041864811,46.041864811,20.2,2.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,41.5,1.48,0.75,0.58,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.0,1.0
324.4,2.9,324.183778013,324.183778013,45.6,457.0,0.0,1.0,4.0,4.0,24.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,253.0,8.53,4.02,1.31,9.0,3.0,1.0,0.0,1.0,3.0,1.0,0.8,5.2,4.0
247.27,-0.4,247.06267708,247.06267708,106.0,345.0,0.0,0.0,5.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,177.5,7.71,2.51,0.92,7.0,4.0,0.0,1.0,1.0,1.0,0.0,0.6,5.0,10.0
171.15,0.0,171.06439116,171.06439116,83.9,170.0,0.0,1.0,4.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,125.1,3.24,2.95,0.68,7.0,3.0,1.0,1.0,1.0,1.0,0.0,0.6,3.0,2.0
519.6,-3.2,519.09947376,519.09947376,244.0,905.0,0.0,4.0,12.0,10.0,35.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,372.2,20.75,5.03,1.76,16.0,6.0,2.0,2.0,2.0,4.0,0.0,1.2,11.6,10.0
138.12,2.3,138.031694049,138.031694049,57.5,133.0,0.0,2.0,3.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,105.1,3.22,1.81,0.63,5.0,2.0,1.0,1.0,0.0,1.0,0.0,0.4,1.0,3.0
211.22,-1.3,211.09569129,211.09569129,88.2,327.0,0.0,2.0,3.0,2.0,15.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,155.6,6.18,2.15,0.8,8.0,3.0,3.0,0.0,0.0,2.0,0.0,0.6,3.0,10.0
539.6,-0.2,539.11445512,539.11445512,207.0,1080.0,0.0,3.0,9.0,6.0,36.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,386.3,21.34,3.53,2.01,16.0,8.0,2.0,1.0,0.0,4.0,1.0,1.0,10.6,10.0
137.14,-0.7,137.058911855,137.058911855,68.0,120.0,0.0,2.0,3.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,104.3,4.33,1.44,0.62,5.0,2.0,2.0,0.0,0.0,1.0,0.0,0.4,2.0,3.0
475.6,-4.2,475.30059866,475.30059866,200.0,673.0,0.0,8.0,12.0,8.0,33.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,1.0,350.2,10.66,6.11,1.74,23.0,7.0,8.0,0.0,5.0,3.0,0.0,1.0,11.2,10.0
351.35,-0.8,351.1394478,351.1394478,72.9,586.0,0.0,2.0,8.0,3.0,25.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,256.0,12.3,2.91,0.82,11.0,3.0,1.0,1.0,3.0,3.0,0.0,0.8,4.2,6.0
243.22,-2.1,243.08552052,243.08552052,129.0,383.0,0.0,4.0,5.0,2.0,17.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,170.8,6.55,2.16,0.97,12.0,5.0,5.0,0.0,0.0,2.0,0.0,0.6,3.0,10.0
614.6,-9.0,614.31228554,614.31228554,353.0,872.0,0.0,13.0,19.0,9.0,42.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0,1.0,424.1,12.42,5.91,3.21,36.0,13.0,13.0,0.0,6.0,4.0,0.0,1.2,13.6,10.0
341.4,1.3,341.1409274,341.1409274,138.0,559.0,0.0,3.0,6.0,3.0,23.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,253.2,10.83,2.49,1.25,12.0,4.0,2.0,1.0,1.0,3.0,1.0,0.8,6.0,10.0
387.7,5.3,385.981417,385.981417,55.3,379.0,0.0,0.0,3.0,6.0,23.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,271.7,7.74,6.03,1.57,5.0,1.0,0.0,0.0,1.0,3.0,0.0,0.8,6.0,10.0
253.28,0.9,253.05211239,253.05211239,107.0,346.0,0.0,2.0,6.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,182.5,5.57,3.18,1.22,8.0,3.0,2.0,0.0,1.0,2.0,0.0,0.6,3.0,10.0
531.4,4.3,530.1487608,530.1487608,69.1,735.0,0.0,0.0,6.0,7.0,36.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,390.3,26.84,4.19,1.64,11.0,4.0,0.0,0.0,2.0,5.0,0.0,1.0,10.2,10.0
223.27,0.8,223.1208434,223.1208434,72.7,320.0,0.0,1.0,3.0,7.0,16.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,183.0,5.49,3.32,1.03,5.0,3.0,1.0,0.0,0.0,0.0,1.0,0.8,7.6,10.0
258.23,0.3,258.0640568,258.0640568,83.6,449.0,0.0,1.0,4.0,1.0,19.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,188.9,8.82,1.59,1.12,8.0,4.0,1.0,0.0,0.0,3.0,0.0,0.6,2.0,8.0
375.4,-0.7,375.15943435,375.15943435,82.1,653.0,0.0,2.0,8.0,4.0,27.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,278.8,11.31,3.31,1.17,12.0,4.0,1.0,1.0,3.0,3.0,0.0,0.8,5.8,6.0
286.33,0.9,286.15420922,286.15420922,102.0,414.0,0.0,3.0,6.0,4.0,21.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,216.4,11.41,2.4,0.9,10.0,1.0,3.0,0.0,3.0,3.0,0.0,0.8,5.2,10.0
334.4,1.8,334.09872823,334.09872823,112.0,530.0,0.0,2.0,5.0,4.0,23.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,252.2,12.86,2.8,1.07,9.0,4.0,1.0,1.0,0.0,2.0,1.0,0.8,5.8,10.0
312.4,2.7,312.183778013,312.183778013,40.6,472.0,0.0,0.0,2.0,1.0,23.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,243.8,9.77,4.07,1.13,6.0,2.0,0.0,0.0,0.0,4.0,0.0,0.8,4.2,10.0
319.33,-1.0,319.13321961,319.13321961,72.9,519.0,0.0,2.0,7.0,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,238.3,11.36,2.84,0.8,11.0,3.0,1.0,1.0,3.0,3.0,0.0,0.8,4.2,5.0
461.5,0.1,461.13690464,461.13690464,173.0,844.0,0.0,4.0,7.0,5.0,32.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,339.2,17.01,3.5,1.87,15.0,6.0,3.0,1.0,0.0,4.0,1.0,1.0,9.6,10.0
506.6,0.7,506.05008122,506.05008122,242.0,928.0,0.0,3.0,12.0,7.0,33.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,353.4,15.48,3.94,2.15,14.0,6.0,2.0,1.0,1.0,4.0,0.0,1.0,8.6,10.0
581.6,-8.0,581.2656697,581.2656697,336.0,940.0,0.0,12.0,15.0,9.0,40.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,1.0,400.9,13.42,5.04,2.11,30.0,12.0,12.0,0.0,3.0,3.0,0.0,1.2,12.4,10.0
259.35,2.2,259.168462302,259.168462302,60.2,262.0,0.0,2.0,4.0,6.0,19.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,210.5,7.94,4.09,1.17,8.0,2.0,2.0,0.0,2.0,2.0,0.0,0.8,6.0,10.0
317.5,6.3,317.214349865,317.214349865,3.2,374.0,0.0,0.0,1.0,5.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,270.5,16.82,2.44,1.53,5.0,0.0,0.0,0.0,1.0,3.0,1.0,0.8,5.0,10.0
279.33,2.2,279.15829154,279.15829154,90.1,332.0,0.0,3.0,5.0,4.0,20.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,215.4,11.18,2.05,1.38,12.0,3.0,3.0,1.0,2.0,2.0,1.0,0.8,5.8,10.0
129.09,-0.9,129.03383992,129.03383992,67.5,208.0,0.0,2.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,88.5,2.8,1.65,0.56,7.0,2.0,3.0,0.0,1.0,1.0,0.0,0.4,0.0,1.0
416.1,5.3,415.983074,413.986024,27.0,417.0,0.0,0.0,2.0,6.0,25.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,292.2,9.06,6.44,1.51,5.0,1.0,0.0,0.0,1.0,3.0,0.0,0.8,6.0,10.0
424.4,-0.2,424.06888465,424.06888465,199.0,798.0,0.0,3.0,10.0,8.0,29.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,300.5,16.04,2.47,2.31,13.0,7.0,2.0,1.0,0.0,3.0,0.0,1.0,9.6,10.0
366.8,5.2,366.1022722,366.1022722,54.4,595.0,0.0,1.0,3.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,280.8,20.84,1.85,0.9,7.0,2.0,1.0,0.0,0.0,4.0,0.0,0.6,3.2,9.0
209.25,1.8,209.095297364,209.095297364,64.9,232.0,0.0,2.0,3.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,164.0,8.22,1.78,0.6,8.0,1.0,2.0,0.0,2.0,3.0,0.0,0.4,0.0,1.0
381.7,5.3,380.024996,380.024996,27.0,379.0,0.0,0.0,2.0,6.0,24.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,276.6,9.34,6.41,1.48,5.0,1.0,0.0,0.0,1.0,3.0,0.0,0.8,6.0,10.0
253.73,1.5,253.1094232,253.1094232,88.8,292.0,0.0,3.0,1.0,4.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,192.3,12.39,1.95,0.91,7.0,0.0,3.0,0.0,2.0,1.0,1.0,0.6,4.0,10.0
361.4,-0.4,361.14378429,361.14378429,73.3,634.0,0.0,1.0,8.0,2.0,26.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,265.7,12.21,2.85,0.94,12.0,4.0,0.0,1.0,3.0,4.0,0.0,0.8,3.8,6.0
363.4,-2.1,363.08889182,363.08889182,158.0,629.0,0.0,4.0,7.0,4.0,25.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,266.5,11.37,3.44,1.39,12.0,4.0,3.0,1.0,1.0,3.0,0.0,0.8,5.6,10.0
435.9,2.4,435.0655696,435.0655696,138.0,722.0,0.0,2.0,7.0,4.0,29.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,313.6,9.06,3.42,2.07,12.0,5.0,1.0,1.0,0.0,4.0,1.0,0.8,5.8,10.0
437.8,6.3,435.997067,435.997067,55.3,488.0,0.0,0.0,3.0,6.0,27.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,312.2,9.9,6.63,1.62,6.0,1.0,0.0,0.0,1.0,4.0,0.0,0.8,6.0,10.0
389.4,-0.7,389.1499323,389.1499323,121.0,725.0,0.0,2.0,10.0,5.0,28.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,286.2,15.32,3.45,0.74,12.0,4.0,1.0,1.0,3.0,3.0,0.0,0.8,6.4,7.0
369.4,2.5,369.18008961,369.18008961,118.0,457.0,0.0,3.0,8.0,6.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,281.5,19.36,2.0,1.7,11.0,3.0,3.0,0.0,2.0,3.0,0.0,0.8,6.0,10.0
325.4,2.1,325.14601278,325.14601278,98.5,500.0,0.0,1.0,5.0,3.0,22.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,247.4,12.85,2.25,1.22,9.0,3.0,0.0,1.0,1.0,3.0,1.0,0.8,5.2,10.0
361.4,-0.4,361.14378429,361.14378429,73.3,634.0,0.0,1.0,8.0,2.0,26.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,265.8,12.21,2.83,0.96,12.0,4.0,0.0,1.0,3.0,4.0,0.0,0.8,3.8,5.0
705.6,5.7,704.2393071,704.2393071,101.0,1120.0,0.0,0.0,9.0,11.0,49.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,525.7,61.07,3.41,2.17,16.0,4.0,0.0,0.0,4.0,7.0,1.0,1.4,13.2,10.0
425.0,2.2,424.179871,424.179871,128.0,502.0,0.0,4.0,7.0,7.0,27.0,0.0,9.0,7.0,2.0,0.0,0.0,0.0,1.0,316.8,10.74,5.2,1.35,14.0,5.0,4.0,0.0,1.0,2.0,2.0,1.0,10.2,10.0
392.4,0.1,392.1659969,392.1659969,98.9,691.0,0.0,3.0,9.0,3.0,28.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,284.5,11.62,3.68,1.08,13.0,3.0,2.0,1.0,4.0,3.0,0.0,0.8,4.8,7.0
554.6,-1.3,554.04605846,554.04605846,288.0,1110.0,0.0,4.0,13.0,8.0,36.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,383.9,22.05,4.36,1.83,17.0,7.0,4.0,1.0,1.0,4.0,0.0,1.0,9.6,10.0
500.4,8.6,499.1656545,499.1656545,23.5,584.0,0.0,1.0,5.0,10.0,33.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,374.1,14.61,7.22,1.34,8.0,1.0,1.0,0.0,1.0,3.0,2.0,1.0,11.0,10.0
547.7,2.9,547.2352217,547.2352217,149.0,853.0,0.0,3.0,9.0,12.0,38.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,416.9,14.38,6.58,3.48,15.0,6.0,3.0,0.0,1.0,4.0,1.0,1.4,14.2,10.0
242.23,-1.2,242.09027155,242.09027155,99.1,381.0,0.0,3.0,5.0,2.0,17.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,176.2,6.39,2.7,0.79,10.0,5.0,3.0,0.0,0.0,2.0,0.0,0.6,3.0,10.0
310.33,0.7,310.07357611,310.07357611,125.0,420.0,0.0,2.0,8.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,223.9,5.68,3.34,1.92,9.0,3.0,2.0,0.0,2.0,2.0,0.0,0.8,5.0,10.0
585.6,1.8,585.19098791,585.19098791,186.0,912.0,0.0,4.0,11.0,14.0,39.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,432.9,13.38,5.99,4.09,15.0,7.0,2.0,1.0,1.0,3.0,1.0,1.4,16.0,10.0
462.5,-0.9,462.07801004,462.07801004,201.0,777.0,0.0,3.0,10.0,7.0,31.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,331.7,17.37,4.77,1.41,13.0,5.0,2.0,1.0,1.0,4.0,0.0,1.0,8.6,10.0
542.6,-1.9,542.03482507,542.03482507,264.0,999.0,0.0,4.0,13.0,9.0,35.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,373.2,19.53,4.92,2.19,17.0,8.0,2.0,2.0,1.0,4.0,0.0,1.0,10.6,10.0
645.7,-0.7,645.1424012,645.1424012,271.0,1250.0,0.0,4.0,13.0,9.0,44.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,462.4,32.03,4.84,1.6,17.0,7.0,3.0,1.0,1.0,5.0,0.0,1.2,13.4,10.0
575.6,0.1,575.00214522,575.00214522,321.0,1090.0,0.0,4.0,15.0,9.0,36.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,389.0,22.24,5.7,1.74,17.0,8.0,2.0,2.0,1.0,4.0,0.0,1.2,11.2,10.0
427.5,0.0,427.05079224,427.05079224,202.0,744.0,0.0,3.0,9.0,8.0,28.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,301.8,13.28,3.67,1.9,12.0,6.0,2.0,1.0,0.0,3.0,0.0,1.0,9.6,10.0
383.4,0.0,383.03581088,383.03581088,201.0,669.0,0.0,3.0,10.0,5.0,25.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,267.5,12.03,3.26,1.57,12.0,5.0,2.0,1.0,1.0,3.0,0.0,0.8,6.6,10.0
349.4,0.4,349.10962727,349.10962727,138.0,697.0,0.0,3.0,6.0,4.0,24.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,261.0,10.88,3.18,1.42,11.0,4.0,2.0,1.0,1.0,3.0,0.0,0.8,6.0,10.0
417.4,0.6,417.13002593,417.13002593,72.9,721.0,0.0,2.0,9.0,3.0,30.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,302.8,10.15,6.22,1.11,12.0,3.0,1.0,1.0,3.0,4.0,0.0,0.8,4.2,10.0
480.6,-0.1,480.12496023,480.12496023,204.0,869.0,0.0,2.0,10.0,6.0,32.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,349.6,16.84,3.81,1.87,14.0,5.0,2.0,1.0,2.0,4.0,0.0,1.0,9.6,10.0
339.33,-0.5,339.05250632,339.05250632,162.0,664.0,0.0,2.0,8.0,6.0,23.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,245.0,14.43,2.18,1.19,10.0,6.0,1.0,1.0,0.0,2.0,0.0,0.8,7.6,10.0
615.6,-8.7,615.29630113,615.29630113,347.0,870.0,0.0,13.0,19.0,9.0,42.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0,1.0,423.2,12.46,5.64,3.24,36.0,14.0,13.0,0.0,5.0,4.0,0.0,1.2,13.6,10.0
190.16,2.1,190.03784206,190.03784206,78.9,229.0,0.0,1.0,4.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,138.6,3.71,2.96,0.58,7.0,3.0,1.0,1.0,0.0,2.0,0.0,0.4,1.0,1.0
273.3,1.7,273.01295018,273.01295018,137.0,321.0,0.0,2.0,6.0,6.0,17.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,197.7,7.05,3.11,1.32,7.0,3.0,1.0,1.0,0.0,1.0,1.0,0.8,7.0,10.0
264.31,0.1,264.06809681,264.06809681,106.0,360.0,0.0,2.0,6.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,194.8,5.38,3.3,1.38,8.0,3.0,2.0,0.0,1.0,2.0,0.0,0.6,3.0,10.0
278.33,0.3,278.08374688,278.08374688,106.0,377.0,0.0,2.0,6.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,207.5,5.88,3.15,1.64,8.0,3.0,2.0,0.0,1.0,2.0,0.0,0.6,3.0,10.0
465.5,2.7,465.15697138,465.15697138,163.0,756.0,0.0,2.0,9.0,10.0,32.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0,1.0,348.6,16.18,3.96,2.39,9.0,3.0,2.0,0.0,1.0,2.0,1.0,1.2,11.8,10.0
380.4,1.2,380.10420754,380.10420754,131.0,600.0,0.0,2.0,7.0,5.0,26.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,281.2,11.89,2.96,1.5,11.0,6.0,1.0,1.0,0.0,2.0,1.0,0.8,6.8,10.0
463.5,2.9,463.17770683,463.17770683,153.0,774.0,0.0,2.0,8.0,9.0,32.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,352.9,18.01,3.77,1.47,11.0,4.0,2.0,0.0,1.0,2.0,2.0,1.2,10.8,10.0
439.6,3.1,439.21409234,439.21409234,114.0,710.0,0.0,0.0,7.0,8.0,30.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,338.9,22.68,2.02,1.45,9.0,3.0,0.0,0.0,1.0,3.0,2.0,1.0,10.2,10.0
300.29,-2.0,300.05284067,300.05284067,131.0,573.0,0.0,1.0,7.0,3.0,20.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,206.9,6.5,2.59,1.1,9.0,5.0,0.0,1.0,0.0,3.0,0.0,0.6,3.6,10.0
354.36,-1.5,354.16516782,354.16516782,167.0,528.0,0.0,4.0,8.0,9.0,25.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,257.4,8.74,4.56,1.43,13.0,4.0,4.0,0.0,2.0,2.0,1.0,1.0,9.0,10.0
335.9,3.6,335.1764402,335.1764402,48.4,331.0,0.0,2.0,4.0,9.0,23.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,264.8,7.81,3.79,1.96,8.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,9.0,10.0
284.5,8.0,284.331725344,284.331725344,0.0,181.0,1.0,0.0,0.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,265.1,47.87,0.93,0.78,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.6,15.0,10.0
152.23,2.2,152.12011513,152.12011513,17.1,217.0,0.0,0.0,1.0,0.0,11.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,131.3,2.05,1.72,1.52,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.4,0.8,2.0
381.39,-4.3,381.17606686,381.17606686,209.0,529.0,0.0,6.0,11.0,7.0,27.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,269.9,8.23,5.29,1.39,20.0,5.0,5.0,1.0,6.0,3.0,0.0,1.0,8.0,10.0
297.34,-0.3,297.08956053,297.08956053,145.0,352.0,0.0,3.0,8.0,3.0,20.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,213.3,9.13,3.06,0.86,14.0,3.0,3.0,0.0,4.0,3.0,1.0,0.6,4.0,10.0
150.22,3.3,150.104465066,150.104465066,20.2,120.0,0.0,1.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,129.8,4.55,1.6,0.9,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.4,1.0,2.0
543.5,-0.2,543.19818129,543.19818129,211.0,848.0,0.0,8.0,11.0,11.0,37.0,0.0,7.0,6.0,1.0,0.0,0.0,0.0,1.0,398.3,9.92,8.37,2.37,20.0,9.0,5.0,1.0,1.0,3.0,1.0,1.2,13.2,10.0
458.5,4.0,458.23045342,458.23045342,97.9,879.0,0.0,1.0,7.0,11.0,33.0,0.0,6.0,5.0,1.0,4.0,4.0,0.0,1.0,364.8,30.7,4.93,1.89,9.0,6.0,0.0,1.0,0.0,1.0,1.0,1.2,13.0,10.0
